entry_datetime,entry_price,direction,reference_stop_loss_price,take_profit_price,position_size,exit_datetime,exit_price,exit_reason,pnl,account_balance_after_trade,crossover_candle_rsi,crossover_candle_sma_rsi,crossover_candle_atr,crossover_candle_datetime,crossover_candle_time_of_day,crossover_candle_day_of_week,cc_open,cc_high,cc_low,cc_close,crossover_candle_body_size,crossover_candle_upper_wick,crossover_candle_lower_wick,duration_bars
2024-06-14 06:50:00+00:00,2304.12012,long,2303.6298899999997,2304.6103500000004,200.0,2024-06-14 08:00:00+00:00,2303.71997,RSI Crossover Stop,-80.02999999998792,101761.955200001,49.682129753656746,49.47877204514191,0.7309205655156843,2024-06-14 06:45:00+00:00,06:45:00,Friday,2303.82007,2303.96997,2303.63989,2303.90991,0.08983999999963999,0.06006000000024869,0.18018000000029133,2
2024-06-15 04:30:00+00:00,2333.71997,short,2334.4899800000003,2332.94996,200.0,2024-06-15 04:45:00+00:00,2334.93994,RSI Crossover Stop,-243.9940000000206,101919.95920000107,56.22974501656057,56.34658858115906,1.3725916307706696,2024-06-15 04:25:00+00:00,04:25:00,Saturday,2333.97998,2334.47998,2333.92993,2333.97998,0.0,0.5,0.050050000000283035,3
2024-06-17 10:45:00+00:00,2326.78003,long,2326.2600199999997,2327.30004,200.0,2024-06-17 11:00:00+00:00,2324.8999,RSI Crossover Stop,-376.02600000000166,101671.91120000115,41.071874005179204,40.90273609760207,1.000802472912853,2024-06-17 10:40:00+00:00,10:40:00,Monday,2326.68994,2326.81006,2326.27002,2326.81006,0.12011999999958789,0.0,0.41992000000027474,3
2024-06-17 11:15:00+00:00,2327.71997,long,2323.5000099999997,2331.9399300000005,200.0,2024-06-17 12:00:00+00:00,2325.57007,RSI Crossover Stop,-429.97999999997774,101241.93120000117,40.23360922692613,38.98741962093117,1.3271773758938175,2024-06-17 11:10:00+00:00,11:10:00,Monday,2323.73999,2325.6001,2323.51001,2325.46997,1.7299800000000687,0.1301300000000083,0.22998000000006869,9
2024-06-18 06:25:00+00:00,2319.13989,short,2319.9999900000003,2318.2797899999996,200.0,2024-06-18 08:00:00+00:00,2320.28003,RSI Crossover Stop,-228.0279999999948,101299.88720000119,52.58416344852393,53.688968199188885,0.9464532236407505,2024-06-18 06:20:00+00:00,06:20:00,Tuesday,2319.98999,2319.98999,2319.22998,2319.51001,0.4799800000000687,0.0,0.280029999999897,7
2024-06-18 09:05:00+00:00,2319.47998,short,2321.28002,2317.67994,200.0,2024-06-18 09:40:00+00:00,2320.31006,RSI Crossover Stop,-166.01599999994505,101133.87120000125,52.66884126106501,54.63587076703625,0.6260143781537034,2024-06-18 09:00:00+00:00,09:00:00,Tuesday,2321.13989,2321.27002,2320.030029,2320.070068,1.069821999999931,0.1301300000000083,0.04003899999997884,7
2024-06-18 15:35:00+00:00,2323.1499,long,2320.21998,2326.07982,200.0,2024-06-18 16:10:00+00:00,2320.13989,RSI Crossover Stop,-602.0019999999931,101409.84320000143,49.29882250644697,46.95860614400273,1.031316498326129,2024-06-18 15:30:00+00:00,15:30:00,Tuesday,2320.65991,2322.94995,2320.22998,2322.40991,1.75,0.5400400000003174,0.42992999999978565,7
2024-06-19 03:45:00+00:00,2329.62012,short,2331.7399800000003,2327.50026,200.0,2024-06-19 04:30:00+00:00,2330.8999,RSI Crossover Stop,-255.9559999999692,101153.88720000145,58.241296783141976,59.627005324715405,1.7120185539828934,2024-06-19 03:40:00+00:00,03:40:00,Wednesday,2331.52002,2331.72998,2330.22998,2330.26001,1.2600099999999657,0.20996000000013737,0.030029999999896972,9
2024-06-19 05:05:00+00:00,2329.47998,short,2331.3601000000003,2327.59986,200.0,2024-06-19 06:05:00+00:00,2329.71997,RSI Crossover Stop,-47.99800000000687,101105.88920000145,55.19325750650965,56.407288832628964,1.3339252780311455,2024-06-19 05:00:00+00:00,05:00:00,Wednesday,2331.3501,2331.3501,2329.93994,2330.02002,1.33008000000018,0.0,0.08007999999972526,12
2024-06-22 06:00:00+00:00,2322.56006,long,2321.6699299999996,2323.45019,200.0,2024-06-22 06:15:00+00:00,2321.46997,RSI Crossover Stop,-218.01799999993818,100887.87120000151,47.492701828857584,47.197634994506174,1.4245441734212965,2024-06-22 05:55:00+00:00,05:55:00,Saturday,2321.68994,2322.86011,2321.67993,2322.22998,0.5400399999998626,0.6301300000000083,0.010010000000420405,3
2024-06-25 03:50:00+00:00,2331.57007,short,2332.57006,2330.5700800000004,200.0,2024-06-25 04:00:00+00:00,2332.62012,RSI Crossover Stop,-210.00999999996566,101535.86520000162,53.979828797576246,54.730413470531744,1.1465589693348914,2024-06-25 03:45:00+00:00,03:45:00,Tuesday,2332.53003,2332.56006,2331.77002,2331.78003,0.75,0.030029999999896972,0.010009999999965657,2
2024-06-25 10:50:00+00:00,2330.46997,long,2329.20997,2331.7299700000003,200.0,2024-06-25 11:15:00+00:00,2328.71997,RSI Crossover Stop,-350.0,101185.86520000162,43.49502534668615,42.00188391542459,0.6702735858072574,2024-06-25 10:45:00+00:00,10:45:00,Tuesday,2329.32007,2329.97998,2329.21997,2329.77002,0.44994999999971697,0.20996000000013737,0.10010000000011132,5
2024-06-26 04:30:00+00:00,2319.36011,long,2317.92994,2320.79028,200.0,2024-06-26 06:00:00+00:00,2319.1499,RSI Crossover Stop,-42.04200000003766,101143.82320000159,45.102379728852895,43.81561780060384,1.3979320328256788,2024-06-26 04:25:00+00:00,04:25:00,Wednesday,2318.02002,2318.8501,2317.93994,2318.8501,0.83008000000018,0.0,0.08007999999972526,18
2024-06-27 08:00:00+00:00,2298.76001,long,2297.7900499999996,2299.7299700000003,200.0,2024-06-27 08:55:00+00:00,2298.36011,RSI Crossover Stop,-79.97999999997774,101063.8432000016,45.07711296222059,44.09303852131676,0.7765112590660389,2024-06-27 06:55:00+00:00,06:55:00,Thursday,2297.80005,2298.33008,2297.80005,2298.26001,0.45996000000013737,0.07007000000021435,0.0,11
2024-06-28 05:50:00+00:00,2325.97998,short,2326.6000900000004,2325.35987,200.0,2024-06-28 06:15:00+00:00,2326.87988,RSI Crossover Stop,-179.97999999997774,100883.86320000162,51.90219153553697,53.16600778362904,0.9945237668025214,2024-06-28 05:45:00+00:00,05:45:00,Friday,2326.52002,2326.59009,2325.77002,2326.02002,0.5,0.07007000000021435,0.25,5
2024-06-28 06:25:00+00:00,2326.17993,short,2326.77001,2325.5898499999994,200.0,2024-06-28 06:35:00+00:00,2326.88989,RSI Crossover Stop,-141.99200000002747,100741.8712000016,52.600843438594346,53.384429494209826,0.8462403679419407,2024-06-28 06:20:00+00:00,06:20:00,Friday,2326.6001,2326.76001,2326.3999,2326.3999,0.20020000000022264,0.15990999999985434,0.0,2
2024-06-28 08:05:00+00:00,2326.65991,short,2327.6201100000003,2325.6997099999994,200.0,2024-06-28 08:45:00+00:00,2327.23999,RSI Crossover Stop,-116.016000000036,100625.85520000156,53.60744702416872,53.803636850493206,0.7712788344352812,2024-06-28 08:00:00+00:00,08:00:00,Friday,2327.6001,2327.61011,2327.02002,2327.060059,0.5400410000002012,0.010009999999965657,0.04003899999997884,8
2024-06-29 05:45:00+00:00,2325.18994,long,2324.0100199999997,2326.3698600000007,200.0,2024-06-29 06:05:00+00:00,2323.80005,RSI Crossover Stop,-277.97800000007555,100549.87720000153,43.244865691762,41.8733115820069,1.1255417347287766,2024-06-29 05:40:00+00:00,05:40:00,Saturday,2324.46997,2325.1499,2324.02002,2325.030029,0.5600589999999102,0.1198709999998755,0.4499500000001717,4
2024-06-29 06:15:00+00:00,2325.3501,long,2323.7600199999997,2326.9401800000005,200.0,2024-07-01 09:00:00+00:00,2323.83008,RSI Crossover Stop,-304.00399999998626,100245.87320000154,43.35718533869774,41.96368167722261,1.11692986475586,2024-06-29 06:10:00+00:00,06:10:00,Saturday,2323.78003,2324.62012,2323.77002,2324.56006,0.780029999999897,0.06006000000024869,0.010009999999965657,9
2024-07-02 05:40:00+00:00,2329.73999,short,2331.1599,2328.32008,200.0,2024-07-02 05:50:00+00:00,2330.73999,RSI Crossover Stop,-200.0,100549.87520000158,52.808839928665336,53.1082071928533,0.9846652963823143,2024-07-02 05:35:00+00:00,05:35:00,Tuesday,2331.11011,2331.1499,2330.1499,2330.22998,0.8801300000000083,0.0397899999998117,0.08008000000018001,2
2024-07-02 06:55:00+00:00,2331.72998,short,2332.18993,2331.27003,200.0,2024-07-02 08:05:00+00:00,2332.19995,RSI Crossover Stop,-93.9940000000206,100455.88120000156,54.99662077778258,55.56493455086519,0.7112862083280229,2024-07-02 06:50:00+00:00,06:50:00,Tuesday,2332.15991,2332.17993,2331.61011,2331.76001,0.3998999999998887,0.020019999999931315,0.14989999999988868,2
2024-07-02 11:10:00+00:00,2332.18994,short,2333.57006,2330.8098200000004,200.0,2024-07-02 11:30:00+00:00,2332.90991,RSI Crossover Stop,-143.99399999992966,100311.88720000163,53.07314716577106,56.02558822888515,0.7306993956918361,2024-07-02 11:05:00+00:00,11:05:00,Tuesday,2333.050049,2333.56006,2332.44995,2332.46997,0.5800789999998415,0.5100109999998494,0.020019999999931315,4
2024-07-03 06:15:00+00:00,2329.1499,short,2330.6101000000003,2327.6896999999994,200.0,2024-07-03 08:00:00+00:00,2330.26001,RSI Crossover Stop,-222.0220000000154,100263.88720000167,56.72954237176801,59.014306090084055,0.910515609224028,2024-07-03 06:10:00+00:00,06:10:00,Wednesday,2330.52002,2330.6001,2329.62012,2329.6499,0.8701200000000426,0.08008000000018001,0.02977999999984604,9
2024-07-03 08:45:00+00:00,2330.01001,short,2331.0400290000002,2328.9799909999997,200.0,2024-07-03 09:00:00+00:00,2331.02002,RSI Crossover Stop,-202.00199999999313,100061.88520000168,55.914441721404046,57.54599087177542,0.612295754840608,2024-07-03 08:40:00+00:00,08:40:00,Wednesday,2331.030029,2331.030029,2330.30005,2330.30005,0.7299790000001849,0.0,0.0,3
2024-07-03 09:15:00+00:00,2330.38989,short,2331.4099,2329.3698799999997,200.0,2024-07-03 10:00:00+00:00,2330.88989,RSI Crossover Stop,-100.0,99961.88520000168,56.58761793171875,57.65114494036783,0.5961045257333825,2024-07-03 09:10:00+00:00,09:10:00,Wednesday,2331.19995,2331.3999,2330.77002,2330.77002,0.4299300000002404,0.19994999999971697,0.0,9
2024-07-05 11:25:00+00:00,2357.8501,short,2359.4799700000003,2356.22023,200.0,2024-07-05 12:00:00+00:00,2359.96997,RSI Crossover Stop,-423.97399999999834,100181.94920000176,52.76018157238188,55.26167174572241,0.888507456267224,2024-07-05 11:20:00+00:00,11:20:00,Friday,2359.34009,2359.46997,2357.62012,2358.22998,1.110110000000077,0.12987999999995736,0.609860000000026,7
2024-07-06 03:35:00+00:00,2385.65991,short,2389.9099,2381.4099199999996,200.0,2024-07-06 04:15:00+00:00,2388.56006,RSI Crossover Stop,-580.0299999999879,99601.91920000178,59.53833488260994,60.42650924233921,1.8693492551219741,2024-07-06 03:30:00+00:00,03:30:00,Saturday,2389.6001,2389.8999,2388.060059,2388.060059,1.5400410000002012,0.29979999999977736,0.0,8
2024-07-06 05:30:00+00:00,2389.80005,short,2392.41991,2387.1801899999996,200.0,2024-07-06 06:35:00+00:00,2390.01001,RSI Crossover Stop,-41.992000000027474,99559.92720000175,58.28788345321114,61.68850317112041,1.4467708217377913,2024-07-06 05:25:00+00:00,05:25:00,Saturday,2392.40991,2392.40991,2390.80005,2390.81006,1.5998500000000604,0.0,0.010009999999965657,13
2024-07-08 09:35:00+00:00,2386.53003,long,2385.22999,2387.83007,200.0,2024-07-08 10:00:00+00:00,2384.69995,RSI Crossover Stop,-366.01599999994505,99193.9112000018,46.639067360147635,46.275408282584145,0.842882079600336,2024-07-08 09:30:00+00:00,09:30:00,Monday,2386.19995,2386.47998,2386.02002,2386.32007,0.12012000000004264,0.15990999999985434,0.1799300000002404,5
2024-07-08 11:40:00+00:00,2386.070068,short,2388.93993,2383.200206,200.0,2024-07-08 12:25:00+00:00,2386.90991,RSI Crossover Stop,-167.96839999997246,99025.94280000184,50.776363782975565,51.76257126698853,1.324263968867649,2024-07-08 11:35:00+00:00,11:35:00,Monday,2388.31006,2388.92993,2387.55005,2387.6499,0.6601599999999053,0.6198699999999917,0.09985000000006039,9
2024-07-09 06:35:00+00:00,2359.65991,long,2358.35011,2360.96971,200.0,2024-07-09 06:45:00+00:00,2358.59009,RSI Crossover Stop,-213.96399999994173,99153.96900000196,48.109198359458524,47.0266735072833,0.8874760001268202,2024-07-09 06:30:00+00:00,06:30:00,Tuesday,2358.36011,2359.1001,2358.36011,2359.030029,0.6699189999999362,0.07007100000009814,0.0,2
2024-07-09 10:25:00+00:00,2361.8501,short,2363.2299700000003,2360.47023,200.0,2024-07-09 10:45:00+00:00,2362.86011,RSI Crossover Stop,-202.00199999999313,98951.96700000197,56.79475732156273,57.55077136169244,0.7314464909109121,2024-07-09 10:20:00+00:00,10:20:00,Tuesday,2363.13989,2363.21997,2362.17993,2362.22998,0.9099099999998543,0.08008000000018001,0.050050000000283035,4
2024-07-10 06:50:00+00:00,2363.8501,short,2364.7099500000004,2362.99025,200.0,2024-07-10 08:40:00+00:00,2363.92993,RSI Crossover Stop,-15.965999999934866,99649.96100000216,53.90912435265357,54.106082731689845,0.7697306252764399,2024-07-10 06:45:00+00:00,06:45:00,Wednesday,2364.40991,2364.69995,2364.21997,2364.21997,0.1899399999997513,0.2900400000003174,0.0,10
2024-07-11 05:50:00+00:00,2371.8999,long,2370.8000599999996,2372.99974,200.0,2024-07-11 06:30:00+00:00,2371.53003,RSI Crossover Stop,-73.97399999999834,100047.95500000227,42.52675618833398,42.14415070553831,0.9896261764992099,2024-07-11 05:45:00+00:00,05:45:00,Thursday,2371.1499,2371.62012,2370.81006,2371.44995,0.30005000000028303,0.17016999999987092,0.33984000000009473,8
2024-07-12 04:20:00+00:00,2413.42993,short,2414.9099,2411.9499599999995,200.0,2024-07-12 04:30:00+00:00,2415.81006,RSI Crossover Stop,-476.02600000000166,99749.90500000231,54.396702084086016,54.95317520891332,1.9021242889706222,2024-07-12 04:15:00+00:00,04:15:00,Friday,2414.86011,2414.8999,2413.97998,2414.40991,0.45020000000022264,0.0397899999998117,0.42992999999978565,2
2024-07-12 09:25:00+00:00,2414.51001,long,2412.8401,2416.17992,200.0,2024-07-12 09:30:00+00:00,2412.97998,RSI Crossover Stop,-306.0059999999794,99721.87500000237,48.82032218205914,48.562810192714544,0.8184145785394087,2024-07-12 09:20:00+00:00,09:20:00,Friday,2412.97998,2413.23999,2412.8501,2413.030029,0.0500489999999445,0.20996100000002116,0.12987999999995736,1
2024-07-12 10:45:00+00:00,2413.28003,long,2412.0100199999997,2414.55004,200.0,2024-07-12 10:50:00+00:00,2412.23999,RSI Crossover Stop,-208.00799999997253,99513.8670000024,49.64591358571338,49.090216075188685,1.3115348166536045,2024-07-12 10:40:00+00:00,10:40:00,Friday,2412.53003,2413.1499,2412.02002,2413.1001,0.5700700000002143,0.049799999999777356,0.5100099999999657,1
2024-07-12 14:45:00+00:00,2409.59009,long,2408.6499099999996,2410.5302700000007,200.0,2024-07-12 14:55:00+00:00,2408.65991,RSI Crossover Stop,-186.03600000005827,99327.83100000233,47.4665449254733,46.69375019670276,0.8181593518990808,2024-07-12 14:40:00+00:00,14:40:00,Friday,2408.72998,2409.36011,2408.65991,2409.18994,0.45996000000013737,0.17016999999987092,0.07007000000021435,2
2024-07-15 10:50:00+00:00,2408.3501,long,2406.3798899999997,2410.3203100000005,200.0,2024-07-15 11:05:00+00:00,2406.61011,RSI Crossover Stop,-347.99800000000687,99591.79120000235,44.08678467553721,41.699988067738886,0.976897894758123,2024-07-15 10:45:00+00:00,10:45:00,Monday,2406.40991,2407.68994,2406.38989,2407.47998,1.0700700000002143,0.20996000000013737,0.020019999999931315,3
2024-07-15 14:30:00+00:00,2411.3999,short,2412.6599,2410.1398999999997,200.0,2024-07-15 15:15:00+00:00,2412.84009,RSI Crossover Stop,-288.0380000000514,99551.74920000235,56.795897614796715,57.288241836913,0.8311825390055023,2024-07-15 14:25:00+00:00,14:25:00,Monday,2412.6499,2412.6499,2411.87988,2411.92993,0.719970000000103,0.0,0.05004999999982829,9
2024-07-16 06:55:00+00:00,2422.28003,long,2421.4199299999996,2423.14013,200.0,2024-07-16 08:10:00+00:00,2421.22998,RSI Crossover Stop,-210.00999999996566,99341.73920000238,46.93936971746914,45.96177774037661,0.9317161062779331,2024-07-16 06:50:00+00:00,06:50:00,Tuesday,2421.43994,2422.090088,2421.42993,2421.82007,0.3801300000000083,0.270017999999709,0.010010000000420405,3
2024-07-17 05:20:00+00:00,2464.37988,short,2465.9499400000004,2462.8098199999995,200.0,2024-07-17 05:40:00+00:00,2466.84009,RSI Crossover Stop,-492.04200000003766,99233.72920000236,57.92896371036745,59.99098376499602,1.473482553132528,2024-07-17 05:15:00+00:00,05:15:00,Wednesday,2465.6499,2465.93994,2464.55005,2464.56006,1.0898400000000947,0.2900400000003174,0.010009999999965657,4
2024-07-17 15:20:00+00:00,2470.32007,long,2468.0400489999997,2472.6000910000007,200.0,2024-07-17 15:30:00+00:00,2467.56006,RSI Crossover Stop,-552.0020000000841,99135.72720000237,47.74245192114911,46.78758103716463,1.6514453825765067,2024-07-17 15:15:00+00:00,15:15:00,Wednesday,2468.11011,2469.48999,2468.050049,2469.46997,1.359860000000026,0.020019999999931315,0.06006100000013248,2
