Maximum number of trades open at a single point: 17
Cluster Size,Times Formed,Max MAE Sum,Avg PnL Sum,Max PnL Sum,Min Positive PnL,Max Loss Sum,Min Loss Sum
1,1,124,27,241.94,-457.73,2,199.60,8.40,-0.79,-4,035.42
2,2,314,53,363.10,-3,010.43,3,519.12,2.38,-8.71,-12,948.14
3,1,905,79,152.86,-7,524.08,4,794.68,14.30,-5.94,-24,883.80
4,1,717,104,105.10,-12,163.79,3,911.38,57.64,-135.08,-29,346.94
5,1,998,128,391.88,-17,574.61,4,444.53,660.53,-1,115.27,-42,708.42
6,1,269,151,585.48,-25,945.52,961.62,961.62,-543.18,-58,804.86
7,1,175,174,147.34,-41,098.87,-2,181.65,N/A,-2,181.65,-76,777.45
8,2,417,192,940.93,-48,623.33,-8,797.84,N/A,-8,797.84,-87,211.92
9,2,077,207,823.78,-54,044.88,-8,328.54,N/A,-8,328.54,-110,170.10
10,1,818,218,306.62,-67,758.60,-11,984.02,N/A,-11,984.02,-160,974.53
11,1,581,224,389.46,-78,159.72,-13,070.64,N/A,-13,070.64,-175,118.15
12,1,414,229,075.94,-80,950.17,-2,945.62,N/A,-2,945.62,-215,115.52
13,1,030,229,362.42,-78,880.67,-13,117.72,N/A,-13,117.72,-212,316.72
14,746,229,598.74,-75,381.77,-9,618.62,N/A,-9,618.62,-222,664.24
15,270,215,051.32,-104,128.27,-52,958.75,N/A,-52,958.75,-137,583.12
16,261,215,364.73,-125,638.84,-52,000.56,N/A,-52,000.56,-171,755.23
17,59,180,369.60,-164,535.44,-137,656.51,N/A,-137,656.51,-175,280.91
