trade_type,entry_time,entry_price,exit_time,exit_price,size,gross_pnl_inr,swap_charges_inr,fees_inr,mae_inr,net_pnl_inr,margin_inr,status
SHORT_ORIG,2023-07-06 12:15:00,25.00768,2023-07-06 12:15:00,24.00768,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-07-10 12:15:00,24.95087,2023-07-10 12:15:00,23.95087,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2023-07-05 06:15:00,22.85634,2023-07-11 06:30:00,23.35634,0.01000,2200.00000,-119.82000,88.74000,1426.23360,1991.44000,79.46000,CLOSED_TP
SHORT_ORIG,2023-07-11 16:00:00,25.02082,2023-07-11 16:00:00,24.02082,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2023-07-06 12:15:00,23.00768,2023-07-12 12:30:00,23.50768,0.01000,2200.00000,-119.82000,88.74000,2092.12740,1991.44000,79.46000,CLOSED_TP
LONG,2023-07-10 12:15:00,22.95087,2023-07-12 12:30:00,23.45087,0.01000,2200.00000,-39.94000,88.74000,878.54360,2071.32000,79.46000,CLOSED_TP
LONG,2023-07-11 16:00:00,23.02082,2023-07-12 12:30:00,23.52082,0.01000,2200.00000,-19.97000,88.74000,20.31700,2091.29000,79.46000,CLOSED_TP
LONG,2023-06-20 13:15:00,23.38020,2023-07-12 13:15:00,23.88020,0.01000,2200.00000,-439.34000,88.74000,5618.79560,1671.92000,79.46000,CLOSED_TP
LONG,2023-06-20 01:45:00,23.88020,2023-07-13 12:30:00,24.38020,0.01000,2200.00000,-459.31000,88.74000,7818.79560,1651.95000,79.46000,CLOSED_TP
LONG,2023-06-13 14:00:00,23.96577,2023-07-13 13:00:00,24.46577,0.01000,2200.00000,-599.10000,88.74000,8195.30360,1512.16000,79.46000,CLOSED_TP
LONG,2023-06-19 09:45:00,23.97671,2023-07-13 13:00:00,24.47671,0.01000,2200.00000,-479.28000,88.74000,8243.46160,1631.98000,79.46000,CLOSED_TP
LONG,2023-06-12 01:15:00,24.12298,2023-07-13 14:00:00,24.62298,0.01000,2200.00000,-619.07000,88.74000,8887.02760,1492.19000,79.46000,CLOSED_TP
SHORT_ORIG,2023-07-14 01:00:00,26.75182,2023-07-14 01:00:00,25.75182,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-07-17 03:15:00,26.74983,2023-07-17 03:15:00,25.74983,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2023-07-14 01:00:00,24.75182,2023-07-20 01:30:00,25.25182,0.01000,2200.00000,-119.82000,88.74000,658.32360,1991.44000,79.46000,CLOSED_TP
LONG,2023-07-17 03:15:00,24.74983,2023-07-20 01:30:00,25.24983,0.01000,2200.00000,-59.91000,88.74000,649.56760,2051.35000,79.46000,CLOSED_TP
SHORT_ORIG,2023-07-20 14:30:00,26.98465,2023-07-20 14:30:00,25.98465,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-07-21 08:15:00,26.67819,2023-07-21 08:15:00,25.67819,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-07-24 08:00:00,26.49113,2023-07-24 08:00:00,25.49113,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-07-26 14:15:00,26.54088,2023-07-26 14:15:00,25.54088,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2023-07-24 08:00:00,24.49113,2023-07-26 18:30:00,24.99113,0.01000,2200.00000,-39.94000,88.74000,963.28760,2071.32000,79.46000,CLOSED_TP
LONG,2023-07-26 14:15:00,24.54088,2023-07-27 02:00:00,25.04088,0.01000,2200.00000,-19.97000,88.74000,108.58760,2091.29000,79.46000,CLOSED_TP
SHORT_ORIG,2023-07-27 12:45:00,26.79062,2023-07-27 12:45:00,25.79062,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-07-27 13:30:00,26.29062,2023-07-27 13:30:00,25.29062,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-07-31 05:00:00,26.22148,2023-07-31 05:00:00,25.22148,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2023-07-31 05:00:00,24.22148,2023-07-31 13:45:00,24.72148,0.01000,2200.00000,-0.00000,88.74000,131.04960,2111.26000,79.46000,CLOSED_TP
LONG,2023-07-27 13:30:00,24.29062,2023-07-31 14:00:00,24.79062,0.01000,2200.00000,-79.88000,88.74000,1079.86560,2031.38000,79.46000,CLOSED_TP
SHORT_ORIG,2023-08-01 02:30:00,26.61351,2023-08-01 02:30:00,25.61351,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-08-02 06:15:00,26.27422,2023-08-02 06:15:00,25.27422,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-08-02 14:15:00,25.77422,2023-08-02 14:15:00,24.77422,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-08-03 04:45:00,25.60080,2023-08-03 04:45:00,24.60080,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-08-04 06:15:00,25.47921,2023-08-04 06:15:00,24.47921,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-08-07 04:30:00,25.51404,2023-08-07 04:30:00,24.51404,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-08-08 11:00:00,25.00758,2023-08-08 11:00:00,24.00758,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-08-09 14:45:00,24.64441,2023-08-09 14:45:00,23.64441,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-08-14 01:00:00,24.56381,2023-08-14 01:00:00,23.56381,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-08-15 08:00:00,24.48819,2023-08-15 08:00:00,23.48819,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-08-16 18:00:00,24.43347,2023-08-16 18:00:00,23.43347,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2023-08-16 18:00:00,22.43347,2023-08-17 13:00:00,22.93347,0.01000,2200.00000,-19.97000,88.74000,379.58360,2091.29000,79.46000,CLOSED_TP
LONG,2023-08-15 08:00:00,22.48819,2023-08-17 13:15:00,22.98819,0.01000,2200.00000,-39.94000,88.74000,1092.05360,2071.32000,79.46000,CLOSED_TP
LONG,2023-08-09 14:45:00,22.64441,2023-08-22 07:30:00,23.14441,0.01000,2200.00000,-259.61000,88.74000,1779.39960,1851.65000,79.46000,CLOSED_TP
LONG,2023-08-14 01:00:00,22.56381,2023-08-22 07:30:00,23.06381,0.01000,2200.00000,-159.76000,88.74000,1424.78160,1951.50000,79.46000,CLOSED_TP
SHORT_ORIG,2023-08-22 13:45:00,25.22847,2023-08-22 13:45:00,24.22847,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2023-08-08 11:00:00,23.00758,2023-08-23 01:15:00,23.50758,0.01000,2200.00000,-299.55000,88.74000,3377.36960,1811.71000,79.46000,CLOSED_TP
LONG,2023-08-22 13:45:00,23.22847,2023-08-23 07:15:00,23.72847,0.01000,2200.00000,-19.97000,88.74000,80.40560,2091.29000,79.46000,CLOSED_TP
LONG,2023-08-04 06:15:00,23.47921,2023-08-23 13:15:00,23.97921,0.01000,2200.00000,-379.43000,88.74000,5452.54160,1731.83000,79.46000,CLOSED_TP
LONG,2023-08-07 04:30:00,23.51404,2023-08-23 13:15:00,24.01404,0.01000,2200.00000,-319.52000,88.74000,5605.77160,1791.74000,79.46000,CLOSED_TP
LONG,2023-08-03 04:45:00,23.60080,2023-08-23 13:30:00,24.10080,0.01000,2200.00000,-399.40000,88.74000,5987.53320,1711.86000,79.46000,CLOSED_TP
LONG,2023-08-02 14:15:00,23.77422,2023-08-23 15:30:00,24.27422,0.01000,2200.00000,-419.37000,88.74000,6750.56360,1691.89000,79.46000,CLOSED_TP
SHORT_ORIG,2023-08-24 06:15:00,26.19362,2023-08-24 06:15:00,25.19362,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-08-25 06:00:00,26.00358,2023-08-25 06:00:00,25.00358,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-08-28 12:30:00,26.12596,2023-08-28 12:30:00,25.12596,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2023-08-25 06:00:00,24.00358,2023-08-29 14:00:00,24.50358,0.01000,2200.00000,-79.88000,88.74000,344.86760,2031.38000,79.46000,CLOSED_TP
LONG,2023-08-28 12:30:00,24.12596,2023-08-29 14:00:00,24.62596,0.01000,2200.00000,-19.97000,88.74000,306.96160,2091.29000,79.46000,CLOSED_TP
LONG,2023-08-24 06:15:00,24.19362,2023-08-29 14:15:00,24.69362,0.01000,2200.00000,-99.85000,88.74000,1181.06560,2011.41000,79.46000,CLOSED_TP
LONG,2023-08-02 06:15:00,24.27422,2023-08-29 16:00:00,24.77422,0.01000,2200.00000,-539.19000,88.74000,8950.56360,1572.07000,79.46000,CLOSED_TP
SHORT_ORIG,2023-08-30 06:15:00,26.59162,2023-08-30 06:15:00,25.59162,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-08-31 05:45:00,26.48814,2023-08-31 05:45:00,25.48814,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-09-01 14:00:00,26.31103,2023-09-01 14:00:00,25.31103,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-09-04 10:45:00,26.05432,2023-09-04 10:45:00,25.05432,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-09-05 05:15:00,25.83005,2023-09-05 05:15:00,24.83005,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-09-06 07:00:00,25.44439,2023-09-06 07:00:00,24.44439,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-09-07 10:45:00,25.01256,2023-09-07 10:45:00,24.01256,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-09-12 10:45:00,24.95982,2023-09-12 10:45:00,23.95982,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-09-13 02:30:00,24.93893,2023-09-13 02:30:00,23.93893,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-09-14 05:45:00,24.72003,2023-09-14 05:45:00,23.72003,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2023-09-14 05:45:00,22.72003,2023-09-15 13:30:00,23.22003,0.01000,2200.00000,-19.97000,88.74000,1856.04760,2091.29000,79.46000,CLOSED_TP
SHORT_ORIG,2023-09-19 04:30:00,25.17355,2023-09-19 04:30:00,24.17355,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-09-20 02:30:00,25.08718,2023-09-20 02:30:00,24.08718,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2023-09-12 10:45:00,22.95982,2023-09-20 13:45:00,23.45982,0.01000,2200.00000,-159.76000,88.74000,2911.14560,1951.50000,79.46000,CLOSED_TP
LONG,2023-09-13 02:30:00,22.93893,2023-09-20 13:45:00,23.43893,0.01000,2200.00000,-139.79000,88.74000,2819.20760,1971.47000,79.46000,CLOSED_TP
LONG,2023-09-07 10:45:00,23.01256,2023-09-20 15:00:00,23.51256,0.01000,2200.00000,-259.61000,88.74000,3143.17960,1851.65000,79.46000,CLOSED_TP
LONG,2023-09-20 02:30:00,23.08718,2023-09-20 17:00:00,23.58718,0.01000,2200.00000,-0.00000,88.74000,167.12960,2111.26000,79.46000,CLOSED_TP
SHORT_ORIG,2023-09-21 01:00:00,25.03345,2023-09-21 01:00:00,24.03345,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2023-09-21 01:00:00,23.03345,2023-09-22 04:00:00,23.53345,0.01000,2200.00000,-19.97000,88.74000,969.11760,2091.29000,79.46000,CLOSED_TP
LONG,2023-09-19 04:30:00,23.17355,2023-09-22 07:00:00,23.67355,0.01000,2200.00000,-59.91000,88.74000,1585.54000,2051.35000,79.46000,CLOSED_TP
SHORT_ORIG,2023-09-25 06:00:00,25.42349,2023-09-25 06:00:00,24.42349,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-09-26 02:45:00,25.00012,2023-09-26 02:45:00,24.00012,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-09-27 01:00:00,24.73495,2023-09-27 01:00:00,23.73495,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2023-09-28 15:15:00,24.43048,2023-09-28 15:15:00,23.43048,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2023-09-28 15:15:00,22.43048,2023-09-29 05:15:00,22.93048,0.01000,2200.00000,-19.97000,88.74000,150.84960,2091.29000,79.46000,CLOSED_TP
LONG,2023-09-27 01:00:00,22.73495,2023-09-29 12:45:00,23.23495,0.01000,2200.00000,-39.94000,88.74000,1490.51760,2071.32000,79.46000,CLOSED_TP
LONG,2023-09-26 02:45:00,23.00012,2023-09-29 13:00:00,23.50012,0.01000,2200.00000,-59.91000,88.74000,2657.25460,2051.35000,79.46000,CLOSED_TP
SHORT_ORIG,2023-09-29 15:15:00,24.55486,2023-09-29 15:15:00,23.55486,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2023-07-20 14:30:00,24.98465,2024-05-01 00:00:00,26.36780,0.01000,6085.86440,-5711.42000,88.74000,12638.77560,285.70440,79.46000,CLOSED_90_DAY_RULE
LONG,2023-07-21 08:15:00,24.67819,2024-05-01 00:00:00,26.36780,0.01000,7434.28840,-5691.45000,88.74000,11290.35160,1654.09840,79.46000,CLOSED_90_DAY_RULE
LONG,2023-07-27 12:45:00,24.79062,2024-05-01 00:00:00,26.36780,0.01000,6939.57440,-5571.63000,88.74000,11785.06560,1279.20440,79.46000,CLOSED_90_DAY_RULE
LONG,2023-08-01 02:30:00,24.61351,2024-05-01 00:00:00,26.36780,0.01000,7718.85840,-5471.78000,88.74000,11005.78160,2158.33840,79.46000,CLOSED_90_DAY_RULE
LONG,2023-08-30 06:15:00,24.59162,2024-05-01 00:00:00,26.36780,0.01000,7815.17440,-4892.65000,88.74000,10909.46560,2833.78440,79.46000,CLOSED_90_DAY_RULE
LONG,2023-08-31 05:45:00,24.48814,2024-05-01 00:00:00,26.36780,0.01000,8270.48640,-4872.68000,88.74000,10454.15360,3309.06640,79.46000,CLOSED_90_DAY_RULE
LONG,2023-09-01 14:00:00,24.31103,2024-05-01 00:00:00,26.36780,0.01000,9049.77040,-4852.71000,88.74000,9674.86960,4108.32040,79.46000,CLOSED_90_DAY_RULE
LONG,2023-09-04 10:45:00,24.05432,2024-05-01 00:00:00,26.36780,0.01000,10179.29440,-4792.80000,88.74000,8545.34560,5297.75440,79.46000,CLOSED_90_DAY_RULE
LONG,2023-09-05 05:15:00,23.83005,2024-05-01 00:00:00,26.36780,0.01000,11166.09560,-4772.83000,88.74000,7558.54440,6304.52560,79.46000,CLOSED_90_DAY_RULE
LONG,2023-09-06 07:00:00,23.44439,2024-05-01 00:00:00,26.36780,0.01000,12863.00840,-4752.86000,88.74000,5861.63160,8021.40840,79.46000,CLOSED_90_DAY_RULE
LONG,2023-09-25 06:00:00,23.42349,2024-05-01 00:00:00,26.36780,0.01000,12954.94640,-4373.43000,88.74000,5769.69360,8492.77640,79.46000,CLOSED_90_DAY_RULE
LONG,2023-09-29 15:15:00,22.55486,2024-05-01 00:00:00,26.36780,0.01000,16776.94040,-4293.55000,88.74000,1947.69960,12394.65040,79.46000,CLOSED_90_DAY_RULE
SHORT_ORIG,2024-05-02 02:30:00,28.62252,2024-05-02 02:30:00,27.62252,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2024-05-02 12:45:00,28.12252,2024-05-02 12:45:00,27.12252,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2024-05-02 12:45:00,26.12252,2024-05-02 14:30:00,26.62252,0.01000,2200.00000,-0.00000,88.74000,458.56140,2111.26000,79.46000,CLOSED_TP
SHORT_ORIG,2024-05-03 06:45:00,28.55157,2024-05-03 06:45:00,27.55157,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2024-05-03 06:45:00,26.55157,2024-05-06 07:00:00,27.05157,0.01000,2200.00000,-59.91000,88.74000,1867.25000,2051.35000,79.46000,CLOSED_TP
LONG,2024-05-02 02:30:00,26.62252,2024-05-06 07:30:00,27.12252,0.01000,2200.00000,-79.88000,88.74000,2658.56140,2031.38000,79.46000,CLOSED_TP
SHORT_ORIG,2024-05-07 01:45:00,29.33583,2024-05-07 01:45:00,28.33583,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2024-05-08 01:30:00,29.13186,2024-05-08 01:30:00,28.13186,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2024-05-08 01:30:00,27.13186,2024-05-09 05:30:00,27.63186,0.01000,2200.00000,-19.97000,88.74000,526.49960,2091.29000,79.46000,CLOSED_TP
LONG,2024-05-07 01:45:00,27.33583,2024-05-09 12:30:00,27.83583,0.01000,2200.00000,-39.94000,88.74000,1423.98960,2071.32000,79.46000,CLOSED_TP
SHORT_ORIG,2024-05-10 14:15:00,30.20208,2024-05-10 14:15:00,29.20208,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2024-05-13 01:00:00,30.04626,2024-05-13 01:00:00,29.04626,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2024-05-13 01:00:00,28.04626,2024-05-14 13:00:00,28.54626,0.01000,2200.00000,-19.97000,88.74000,296.84160,2091.29000,79.46000,CLOSED_TP
LONG,2024-05-10 14:15:00,28.20208,2024-05-14 14:00:00,28.70208,0.01000,2200.00000,-79.88000,88.74000,982.43640,2031.38000,79.46000,CLOSED_TP
SHORT_ORIG,2024-05-15 01:00:00,30.47809,2024-05-15 01:00:00,29.47809,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2024-05-15 01:00:00,28.47809,2024-05-15 12:30:00,28.97809,0.01000,2200.00000,-0.00000,88.74000,188.73360,2111.26000,79.46000,CLOSED_TP
SHORT_ORIG,2024-05-16 02:00:00,31.57498,2024-05-16 02:00:00,30.57498,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2024-05-17 01:15:00,31.53478,2024-05-17 01:15:00,30.53478,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2024-05-16 02:00:00,29.57498,2024-05-17 12:45:00,30.07498,0.01000,2200.00000,-19.97000,88.74000,1094.64080,2091.29000,79.46000,CLOSED_TP
LONG,2024-05-17 01:15:00,29.53478,2024-05-17 12:45:00,30.03478,0.01000,2200.00000,-0.00000,88.74000,332.56960,2111.26000,79.46000,CLOSED_TP
SHORT_ORIG,2024-05-19 22:00:00,33.31782,2024-05-19 22:00:00,32.31782,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2024-05-19 22:00:00,31.31782,2024-05-20 01:00:00,31.81782,0.01000,2200.00000,-19.97000,88.74000,121.98560,2091.29000,79.46000,CLOSED_TP
SHORT_ORIG,2024-05-20 12:00:00,33.24121,2024-05-20 12:00:00,32.24121,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2024-05-20 12:00:00,31.24121,2024-05-20 14:30:00,31.74121,0.01000,2200.00000,-0.00000,88.74000,1232.03960,2111.26000,79.46000,CLOSED_TP
LONG,2024-05-21 01:45:00,31.59603,2024-05-21 01:45:00,32.09603,0.01000,2200.00000,0.00000,88.74000,1055.23440,2111.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2024-05-21 01:45:00,33.59603,2024-05-21 01:45:00,32.59603,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2024-05-21 02:00:00,33.59603,2024-05-21 02:00:00,32.59603,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2024-05-21 02:00:00,31.59603,2024-05-21 13:45:00,32.09603,0.01000,2200.00000,-0.00000,88.74000,2186.03440,2111.26000,79.46000,CLOSED_TP
SHORT_ORIG,2024-05-21 16:00:00,33.59603,2024-05-21 16:00:00,32.59603,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2024-05-21 16:00:00,31.59603,2024-05-22 01:00:00,32.09603,0.01000,2200.00000,-19.97000,88.74000,144.43440,2091.29000,79.46000,CLOSED_TP
SHORT_ORIG,2024-05-22 02:45:00,33.87801,2024-05-22 02:45:00,32.87801,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2024-05-22 14:00:00,33.37801,2024-05-22 14:00:00,32.37801,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2024-05-22 18:30:00,32.87801,2024-05-22 18:30:00,31.87801,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2024-05-23 00:45:00,32.74411,2024-05-23 00:45:00,31.74411,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2024-05-23 05:45:00,32.24411,2024-05-23 05:45:00,31.24411,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2024-05-23 05:45:00,30.24411,2024-05-23 13:00:00,30.74411,0.01000,2200.00000,-0.00000,88.74000,326.51080,2111.26000,79.46000,CLOSED_TP
SHORT_ORIG,2024-05-23 14:30:00,32.24411,2024-05-23 14:30:00,31.24411,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2024-05-23 14:30:00,30.24411,2024-05-27 03:00:00,30.74411,0.01000,2200.00000,-79.88000,88.74000,1416.39080,2031.38000,79.46000,CLOSED_TP
LONG,2024-05-23 00:45:00,30.74411,2024-05-27 13:15:00,31.24411,0.01000,2200.00000,-79.88000,88.74000,3616.39080,2031.38000,79.46000,CLOSED_TP
LONG,2024-05-22 18:30:00,30.87801,2024-05-27 13:30:00,31.37801,0.01000,2200.00000,-99.85000,88.74000,4205.55960,2011.41000,79.46000,CLOSED_TP
SHORT_ORIG,2024-05-28 06:15:00,33.47633,2024-05-28 06:15:00,32.47633,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2024-05-22 14:00:00,31.37801,2024-05-28 13:00:00,31.87801,0.01000,2200.00000,-119.82000,88.74000,6405.55960,1991.44000,79.46000,CLOSED_TP
LONG,2024-05-28 06:15:00,31.47633,2024-05-28 13:00:00,31.97633,0.01000,2200.00000,-0.00000,88.74000,951.84100,2111.26000,79.46000,CLOSED_TP
SHORT_ORIG,2024-05-28 14:00:00,33.47633,2024-05-28 14:00:00,32.47633,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
LONG,2024-05-28 14:00:00,31.47633,2024-05-28 15:30:00,31.97633,0.01000,2200.00000,-0.00000,88.74000,233.76100,2111.26000,79.46000,CLOSED_TP
SHORT_ORIG,2024-05-29 01:00:00,33.89124,2024-05-29 01:00:00,32.89124,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2024-05-30 01:30:00,33.86249,2024-05-30 01:30:00,32.86249,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2024-05-30 02:30:00,33.36249,2024-05-30 02:30:00,32.36249,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2024-05-31 01:00:00,33.01554,2024-05-31 01:00:00,32.01554,0.01000,4400.00000,0.00000,88.74000,0.00000,4311.26000,79.46000,CLOSED_TP_SAME_CANDLE
