trade_type,entry_time,entry_price,exit_time,exit_price,size,gross_pnl_inr,swap_charges_inr,fees_inr,mae_inr,net_pnl_inr,margin_inr,status
SHORT_ORIG,2025-04-17 01:30:00,34.14615,2025-04-17 01:30:00,33.14615,0.01,4400.0,0.0,88.74,0.0,4311.26,79.46,CLOSED_TP_SAME_CANDLE
LONG,2025-04-17 01:30:00,32.14615,2025-04-17 04:00:00,32.64615,0.01,2200.0,0.0,88.74,105.3756,2111.26,79.46,CLOSED_TP
SHORT_ORIG,2025-04-17 14:30:00,34.14615,2025-04-17 14:30:00,33.14615,0.01,4400.0,0.0,88.74,0.0,4311.26,79.46,CLOSED_TP_SAME_CANDLE
LONG,2025-04-17 14:30:00,32.14615,2025-04-22 03:15:00,32.64615,0.01,2200.0,-99.85,88.74,249.2556,2011.41,79.46,CLOSED_TP
SHORT_ORIG,2025-04-22 07:00:00,34.43262,2025-04-22 07:00:00,33.43262,0.01,4400.0,0.0,88.74,0.0,4311.26,79.46,CLOSED_TP_SAME_CANDLE
LONG,2025-04-22 07:00:00,32.43262,2025-04-22 14:30:00,32.93262,0.01,2200.0,0.0,88.74,560.6568,2111.26,79.46,CLOSED_TP
SHORT_ORIG,2025-04-22 22:00:00,34.43262,2025-04-22 22:00:00,33.43262,0.01,4400.0,0.0,88.74,0.0,4311.26,79.46,CLOSED_TP_SAME_CANDLE
LONG,2025-04-22 22:00:00,32.43262,2025-04-23 09:00:00,32.93262,0.01,2200.0,-19.97,88.74,1550.6568,2091.29,79.46,CLOSED_TP
LONG,2025-04-03 09:45:00,32.63647,2025-04-23 14:30:00,33.13647,0.01,2200.0,-399.4,88.74,18793.599,1711.86,79.46,CLOSED_TP
LONG,2025-04-17 01:15:00,32.64615,2025-04-23 14:30:00,33.14615,0.01,2200.0,-119.82,88.74,2490.1756,1991.44,79.46,CLOSED_TP
LONG,2025-04-03 05:15:00,33.13647,2025-04-23 14:45:00,33.63647,0.01,2200.0,-399.4,88.74,20993.599,1711.86,79.46,CLOSED_TP
SHORT_ORIG,2025-04-24 01:45:00,35.44911,2025-04-24 01:45:00,34.44911,0.01,4400.0,0.0,88.74,0.0,4311.26,79.46,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2025-04-25 01:45:00,35.43021,2025-04-25 01:45:00,34.43021,0.01,4400.0,0.0,88.74,0.0,4311.26,79.46,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2025-04-25 13:15:00,34.93021,2025-04-25 13:15:00,33.93021,0.01,4400.0,0.0,88.74,0.0,4311.26,79.46,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2025-04-29 04:45:00,34.9347,2025-04-29 04:45:00,33.9347,0.01,4400.0,0.0,88.74,0.0,4311.26,79.46,CLOSED_TP_SAME_CANDLE
LONG,2025-04-25 13:15:00,32.93021,2025-04-29 12:30:00,33.43021,0.01,2200.0,-79.88,88.74,1130.8396,2031.38,79.46,CLOSED_TP
LONG,2025-04-29 04:45:00,32.9347,2025-04-29 12:30:00,33.4347,0.01,2200.0,0.0,88.74,244.1956,2111.26,79.46,CLOSED_TP
SHORT_ORIG,2025-04-29 19:30:00,34.9347,2025-04-29 19:30:00,33.9347,0.01,4400.0,0.0,88.74,0.0,4311.26,79.46,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2025-04-30 04:15:00,34.75361,2025-04-30 04:15:00,33.75361,0.01,4400.0,0.0,88.74,0.0,4311.26,79.46,CLOSED_TP_SAME_CANDLE
SHORT_ORIG,2025-04-30 09:45:00,34.25361,2025-04-30 09:45:00,33.25361,0.01,4400.0,0.0,88.74,0.0,4311.26,79.46,CLOSED_TP_SAME_CANDLE
LONG,2025-04-30 09:45:00,32.25361,2025-04-30 15:15:00,32.75361,0.01,2200.0,0.0,88.74,305.3996,2111.26,79.46,CLOSED_TP
LONG,2025-04-30 04:15:00,32.75361,2025-05-21 14:15:00,33.25361,0.01,2200.0,-419.37,88.74,4908.6796,1691.89,79.46,CLOSED_TP
LONG,2025-04-29 19:30:00,32.9347,2025-05-21 15:00:00,33.4347,0.01,2200.0,-439.34,88.74,5705.4756,1671.92,79.46,CLOSED_TP
LONG,2025-04-24 01:45:00,33.44911,2025-06-02 13:00:00,33.94911,0.01,2200.0,-778.83,88.74,7968.9016,1332.43,79.46,CLOSED_TP
LONG,2025-04-25 01:45:00,33.43021,2025-06-02 13:00:00,33.93021,0.01,2200.0,-758.86,88.74,7885.7196,1352.4,79.46,CLOSED_TP
LONG,2025-04-02 22:00:00,33.49289,2025-06-02 13:15:00,33.99289,0.01,2200.0,-1218.17,88.74,22561.8536,893.09,79.46,CLOSED_TP
LONG,2025-04-03 00:15:00,33.63647,2025-06-02 13:45:00,34.13647,0.01,2200.0,-1198.2,88.74,23193.599,913.06,79.46,CLOSED_TP
LONG,2025-04-01 07:30:00,33.88492,2025-06-02 14:30:00,34.38492,0.01,2200.0,-1238.14,88.74,24286.7856,873.12,79.46,CLOSED_TP
